AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 1 EDUCATION SERVICE CENTER (108-950)	WILLACY COUNTY (245)	SAN PERLITA ISD (245-904)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 1 EDUCATION SERVICE CENTER (108-950)	ZAPATA COUNTY (253)	ZAPATA COUNTY ISD (253-901)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	ARANSAS COUNTY (004)	ROCKPORT-FULTON ISD (004-901)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	BEE COUNTY (013)	BEEVILLE ISD (013-901)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	BEE COUNTY (013)	PAWNEE ISD (013-902)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	BEE COUNTY (013)	PETTUS ISD (013-903)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	BEE COUNTY (013)	SKIDMORE-TYNAN ISD (013-905)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	BEE COUNTY (013)	ST MARY'S ACADEMY CHARTER SCHOOL (013-801)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	BROOKS COUNTY (024)	BROOKS COUNTY ISD (024-901)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	DUVAL COUNTY (066)	BENAVIDES ISD (066-901)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	DUVAL COUNTY (066)	FREER ISD (066-903)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	DUVAL COUNTY (066)	RAMIREZ CSD (066-005)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	DUVAL COUNTY (066)	SAN DIEGO ISD (066-902)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	JIM WELLS COUNTY (125)	ALICE ISD (125-901)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	JIM WELLS COUNTY (125)	BEN BOLT-PALITO BLANCO ISD (125-902)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	JIM WELLS COUNTY (125)	LA GLORIA ISD (125-906)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	JIM WELLS COUNTY (125)	ORANGE GROVE ISD (125-903)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	JIM WELLS COUNTY (125)	PREMONT ISD (125-905)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	KENEDY COUNTY (131)	KENEDY COUNTY WIDE CSD (131-001)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	KLEBERG COUNTY (137)	KINGSVILLE ISD (137-901)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	KLEBERG COUNTY (137)	RICARDO ISD (137-902)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	KLEBERG COUNTY (137)	RIVIERA ISD (137-903)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	KLEBERG COUNTY (137)	SANTA GERTRUDIS ISD (137-904)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	LIVE OAK COUNTY (149)	GEORGE WEST ISD (149-901)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	LIVE OAK COUNTY (149)	THREE RIVERS ISD (149-902)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	MCMULLEN COUNTY (162)	MCMULLEN COUNTY ISD (162-904)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	NUECES COUNTY (178)	AGUA DULCE ISD (178-901)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 2 EDUCATION SERVICE CENTER (178-950)	NUECES COUNTY (178)	BANQUETE ISD (178-913)	Printed Date:  6/26/2026	Page -1 of 1
